J. Eliot B. Moss,University of Massachusetts Amherst
Neil Immerman,University of Massachusetts Amherst
Lori A. Clarke,University of Massachusetts Amherst
Kevin Fu,University of Massachusetts Amherst
Gerome Miklau,University of Massachusetts Amherst
Emmanuel Cecchet,University of Massachusetts Amherst
Weibo Gong,University of Massachusetts Amherst
Ramesh K. Sitaraman,University of Massachusetts Amherst
Aria Haghighi,University of Massachusetts Amherst
David Jensen,University of Massachusetts Amherst
Ivon Arroyo,University of Massachusetts Amherst
Wendy G. Lehnert,University of Massachusetts Amherst
Wendy Lehnert,University of Massachusetts Amherst
Andrew McCallum,University of Massachusetts Amherst
Arun Venkataramani,University of Massachusetts Amherst
Shlomo Zilberstein,University of Massachusetts Amherst
Lee Spector,University of Massachusetts Amherst
Jack C. Wileden,University of Massachusetts Amherst
Norman K. Sondheimer,University of Massachusetts Amherst
Kathryn S. McKinley,University of Massachusetts Amherst
Andrew McGregor,University of Massachusetts Amherst
Erik G. Learned-Miller,University of Massachusetts Amherst
Daniel D. Corkill,University of Massachusetts Amherst
Howard J. Schultz,University of Massachusetts Amherst
Yanlei Diao,University of Massachusetts Amherst
Brian Neil Levine,University of Massachusetts Amherst
Brian Levine,University of Massachusetts Amherst
Hava T. Siegelmann,University of Massachusetts Amherst
Marc Liberatore,University of Massachusetts Amherst
Catherine C. McGeoch,University of Massachusetts Amherst
David A. Mix Barrington,University of Massachusetts Amherst
Andrew G. Barto,University of Massachusetts Amherst
Victor R. Lesser,University of Massachusetts Amherst
Beverly Park Woolf,University of Massachusetts Amherst
George S. Avrunin,University of Massachusetts Amherst
Lyle A. McGeoch,University of Massachusetts Amherst
Ileana Streinu,University of Massachusetts Amherst
James F. Kurose,University of Massachusetts Amherst
Jim Kurose,University of Massachusetts Amherst
Prashant J. Shenoy,University of Massachusetts Amherst
Prashant Shenoy,University of Massachusetts Amherst
Robert M. Graham,University of Massachusetts Amherst
Robert Graham,University of Massachusetts Amherst
Jane E. Fountain,University of Massachusetts Amherst
Mark D. Corner,University of Massachusetts Amherst
Scott F. Kaplan,University of Massachusetts Amherst
Jeannie R. Albrecht,University of Massachusetts Amherst
Jeannie Albrecht,University of Massachusetts Amherst
Mikkel Thorup,University of Massachusetts Amherst
Robert S. Boyer,University of Texas at Austin
Adam R. Klivans,University of Texas at Austin
Adam Klivans,University of Texas at Austin
C. Greg Plaxton,University of Texas at Austin
Pradeep D. Ravikumar,University of Texas at Austin
Lili Qiu,University of Texas at Austin
Haran Boral,University of Texas at Austin
Tandy Warnow,University of Texas at Austin
David Zuckerman,University of Texas at Austin
J. Strother Moore,University of Texas at Austin
Vladimir Lifschitz,University of Texas at Austin
Benjamin J. Kuipers,University of Texas at Austin
Robert A. van de Geijn,University of Texas at Austin
James C. Browne,University of Texas at Austin
Vitaly Shmatikov,University of Texas at Austin
William H. Press,University of Texas at Austin
Raymond J. Mooney,University of Texas at Austin
Lorenzo Alvisi,University of Texas at Austin
Calvin Lin,University of Texas at Austin
Dana H. Ballard,University of Texas at Austin
Michael Dahlin,University of Texas at Austin
Mohamed G. Gouda,University of Texas at Austin
Chandrajit L. Bajaj,University of Texas at Austin
Chandrajit Bajaj,University of Texas at Austin
Alan Cline,University of Texas at Austin
Vijaya Ramachandran,University of Texas at Austin
Brent Waters,University of Texas at Austin
Daniel P. Miranker,University of Texas at Austin
Simon S. Lam,University of Texas at Austin
William R. Cook,University of Texas at Austin
Inderjit S. Dhillon,University of Texas at Austin
Michael Walfish,University of Texas at Austin
Gordon S. Novak Jr.,University of Texas at Austin
Risto Miikkulainen,University of Texas at Austin
Doug Burger,University of Texas at Austin
Jayadev Misra,University of Texas at Austin
Donald S. Fussell,University of Texas at Austin
Emmett Witchel,University of Texas at Austin
Kathryn S. McKinley,University of Texas at Austin
Warren A. Hunt Jr.,University of Texas at Austin
Keshav Pingali,University of Texas at Austin
Stephen W. Keckler,University of Texas at Austin
Kristen Grauman,University of Texas at Austin
Harrick M. Vin,University of Texas at Austin
Don S. Batory,University of Texas at Austin
Anna Gál,University of Texas at Austin
Bruce W. Porter,University of Texas at Austin
Aloysius K. Mok,University of Texas at Austin
Peter Stone,University of Texas at Austin
Matt Kaufmann,University of Texas at Austin
Phil Cannata,University of Texas at Austin
E. Allen Emerson,University of Texas at Austin
Charless C. Fowlkes,University of California-Irvine
Charless Fowlkes,University of California-Irvine
Aditi Majumder,University of California-Irvine
Richard H. Lathrop,University of California-Irvine
Gene Tsudik,University of California-Irvine
Chen Li,University of California-Irvine
Tony Givargis,University of California-Irvine
Scott Jordan,University of California-Irvine
Michael J. Carey,University of California-Irvine
Alexander V. Veidenbaum,University of California-Irvine
Daniel S. Hirschberg,University of California-Irvine
Alexander T. Ihler,University of California-Irvine
Wayne B. Hayes,University of California-Irvine
Wayne Hayes,University of California-Irvine
Tatsuya Suda,University of California-Irvine
George S. Lueker,University of California-Irvine
Padhraic Smyth,University of California-Irvine
Deva Ramanan,University of California-Irvine
Magda El Zarki,University of California-Irvine
David Newman,University of California-Irvine
Michael T. Goodrich,University of California-Irvine
David Eppstein,University of California-Irvine
Eric Mjolsness,University of California-Irvine
Rina Dechter,University of California-Irvine
Max Welling,University of California-Irvine
Isaac D. Scherson,University of California-Irvine
Pierre Baldi,University of California-Irvine
Richard E. Pattis,University of California-Irvine
Ramesh Jain,University of California-Irvine
Lubomir Bic,University of California-Irvine
Nalini Venkatasubramanian,University of California-Irvine
Michael Franz,University of California-Irvine
Elaheh Bozorgzadeh,University of California-Irvine
Michael B. Dillencourt,University of California-Irvine
Ian G. Harris,University of California-Irvine
Sharad Mehrotra,University of California-Irvine
Nikil D. Dutt,University of California-Irvine
Nikil Dutt,University of California-Irvine
Xiaohui Xie,University of California-Irvine
Norman Jacobson,University of California-Irvine
Stanislaw Jarecki,University of California-Irvine
Sandy Irani,University of California-Irvine
Meenakshisundaram Gopi,University of California-Irvine
Alexandru Nicolau,University of California-Irvine
Amelia Regan,University of California-Irvine
Amelia C. Regan,University of California-Irvine
Dennis F. Kibler,University of California-Irvine
Oscar H. Ibarra,University of California-Santa Barbara
Ben Hardekopf,University of California-Santa Barbara
Alan G. Konheim,University of California-Santa Barbara
John R. Gilbert,University of California-Santa Barbara
B. S. Manjunath,University of California-Santa Barbara
Ömer Egecioglu,University of California-Santa Barbara
Ambuj K. Singh,University of California-Santa Barbara
Linda R. Petzold,University of California-Santa Barbara
Terrence Smith,University of California-Santa Barbara
Yuan-Fang Wang,University of California-Santa Barbara
Divyakant Agrawal,University of California-Santa Barbara
Richard Wolski,University of California-Santa Barbara
P. M. Melliar-Smith,University of California-Santa Barbara
Jianwen Su,University of California-Santa Barbara
Wim van Dam,University of California-Santa Barbara
Amr El Abbadi,University of California-Santa Barbara
Giovanni Vigna,University of California-Santa Barbara
Frédéric Gibou,University of California-Santa Barbara
Haitao Zheng,University of California-Santa Barbara
Elizabeth M. Belding-Royer,University of California-Santa Barbara
Tao Yang,University of California-Santa Barbara
Martin Raubal,University of California-Santa Barbara
Subhash Suri,University of California-Santa Barbara
Christopher Krügel,University of California-Santa Barbara
Kenneth Rose,University of California-Santa Barbara
Chandra Krintz,University of California-Santa Barbara
Ben Y. Zhao,University of California-Santa Barbara
Kevin C. Almeroth,University of California-Santa Barbara
Marvin Marcus,University of California-Santa Barbara
Roger C. Wood,University of California-Santa Barbara
Teofilo F. Gonzalez,University of California-Santa Barbara
Peter R. Cappello,University of California-Santa Barbara
Tevfik Bultan,University of California-Santa Barbara
Matthew Turk,University of California-Santa Barbara
Timothy Sherwood,University of California-Santa Barbara
Richard A. Kemmerer,University of California-Santa Barbara
Frederic T. Chong,University of California-Santa Barbara
Klaus E. Schauser,University of California-Santa Barbara
Xifeng Yan,University of California-Santa Barbara
Tobias Höllerer,University of California-Santa Barbara
Andrea L. Richardson,Arizona State University
James S. Collofello,Arizona State University
Ross Maciejewski,Arizona State University
Pat Langley,Arizona State University
K. Selçuk Candan,Arizona State University
Chitta Baral,Arizona State University
Hari Sundaram,Arizona State University
Sethuraman Panchanathan,Arizona State University
Kurt VanLehn,Arizona State University
Charles J. Colbourn,Arizona State University
Sandeep K. S. Gupta,Arizona State University
Stephen Sik-Sang Yau,Arizona State University
Winslow Burleson,Arizona State University
Subbarao Kambhampati,Arizona State University
Rida A. Bazzi,Arizona State University
Dianne Hansford,Arizona State University
Karamvir Chatha,Arizona State University
Hasan Davulcu,Arizona State University
Huan Liu,Arizona State University
Joohyung Lee,Arizona State University
JooHyung Lee,Arizona State University
Gerald E. Farin,Arizona State University
Gail-Joon Ahn,Arizona State University
Wei-Tek Tsai,Arizona State University
Peter Wonka,Arizona State University
Dijiang Huang,Arizona State University
Partha Dasgupta,Arizona State University
Yi Chen 0001,Arizona State University
Guoliang Xue,Arizona State University
Brian C. Nelson,Arizona State University
Brian Nelson,Arizona State University
Robert K. Atkinson,Arizona State University
Baoxin Li,Arizona State University
Nong Ye,Arizona State University
Yann-Hang Lee,Arizona State University
Georgios E. Fainekos,Arizona State University
Violet R. Syrotiuk,Arizona State University
Aviral Shrivastava,Arizona State University
Sarma B. K. Vrudhula,Arizona State University
Jieping Ye,Arizona State University
Arunabha Sen,Arizona State University
Hessam S. Sarjoughian,Arizona State University
Dan I. Moldovan,University of Texas at Dallas
Kamil Saraç,University of Texas at Dallas
Sergey Bereg,University of Texas at Dallas
W. Eric Wong,University of Texas at Dallas
Xiaohu Guo,University of Texas at Dallas
Doug E. Harris,University of Texas at Dallas
Jorge Arturo Cobb,University of Texas at Dallas
Bhavani M. Thuraisingham,University of Texas at Dallas
S. Venkatesan,University of Texas at Dallas
Miguel Razo,University of Texas at Dallas
Ding-Zhu Du,University of Texas at Dallas
Milind Dawande,University of Texas at Dallas
Balaji Raghavachari,University of Texas at Dallas
Vibhav Gogate,University of Texas at Dallas
Vibhav G. Gogate,University of Texas at Dallas
Rekha Bhowmik,University of Texas at Dallas
Ivan Hal Sudborough,University of Texas at Dallas
Kevin W. Hamlen,University of Texas at Dallas
Farokh B. Bastani,University of Texas at Dallas
I-Ling Yen,University of Texas at Dallas
Ovidiu Daescu,University of Texas at Dallas
Jeyakesavan Veerasamy,University of Texas at Dallas
Vincent Ng,University of Texas at Dallas
Ivor P. Page,University of Texas at Dallas
Neeraj Mittal,University of Texas at Dallas
Feliks Kluzniak,University of Texas at Dallas
Yuke Wang,University of Texas at Dallas
Lawrence Chung,University of Texas at Dallas
Janell Straach,University of Texas at Dallas
B. Prabhakaran,University of Texas at Dallas
Haim Schweitzer,University of Texas at Dallas
Zhiqiang Lin,University of Texas at Dallas
Kang Zhang,University of Texas at Dallas
Andras Farago,University of Texas at Dallas
Murat Kantarcioglu,University of Texas at Dallas
Simeon C. Ntafos,University of Texas at Dallas
Sanda M. Harabagiu,University of Texas at Dallas
Weili Wu,University of Texas at Dallas
Edwin Hsing-Mean Sha,University of Texas at Dallas
Ravi Prakash,University of Texas at Dallas
Dung T. Huynh,University of Texas at Dallas
Jason P. Jue,University of Texas at Dallas
Jason Jue,University of Texas at Dallas
G. Cort Steinhorst,University of Texas at Dallas
Mark Gabel,University of Texas at Dallas
Kendra Cooper,University of Texas at Dallas
Kendra M. L. Cooper,University of Texas at Dallas
S. Q. Zheng,University of Texas at Dallas
Latifur Khan,University of Texas at Dallas
Latifur R. Khan,University of Texas at Dallas
Gopal Gupta,University of Texas at Dallas
Gopal K. Gupta,University of Texas at Dallas
Klaus Truemper,University of Texas at Dallas
Linda Morales,University of Texas at Dallas
R. Chandrasekaran,University of Texas at Dallas
Alan V. Sahakian,Northwestern University
Larry Birnbaum,Northwestern University
Alok N. Choudhary,Northwestern University
Peter A. Dinda,Northwestern University
Aggelos K. Katsaggelos,Northwestern University
Matthew Grayson,Northwestern University
Aleksandar Kuzmanovic,Northwestern University
Brenna Argall,Northwestern University
Randy A. Freeman,Northwestern University
Kristian J. Hammond,Northwestern University
Nikos Hardavellas,Northwestern University
Robert Bruce Findler,Northwestern University
Robby Bruce Findler,Northwestern University
Horace P. Yuen,Northwestern University
Horace Yuen,Northwestern University
Bryan Pardo,Northwestern University
Ian Horswill,Northwestern University
Gokhan Memik,Northwestern University
Russ Joseph,Northwestern University
Michael L. Honig,Northwestern University
Doug Downey,Northwestern University
Uri Wilensky,Northwestern University
Jason D. Hartline,Northwestern University
Lawrence J. Henschen,Northwestern University
Ying Wu,Northwestern University
Chi-haur Wu,Northwestern University
Chi-Haur Wu,Northwestern University
Michael S. Horn,Northwestern University
Ming-Yang Kao,Northwestern University
Chang Liu,Northwestern University
Nicole Immorlica,Northwestern University
Manijeh Razeghi,Northwestern University
Abraham H. Haddad,Northwestern University
Kenneth D. Forbus,Northwestern University
Goce Trajcevski,Northwestern University
Arthur R. Butz,Northwestern University
Christopher Riesbeck,Northwestern University
Seda Ogrenci Memik,Northwestern University
Selim M. Shahriar,Northwestern University
Wei-Chung Lin,Northwestern University
Randall A. Berry,Northwestern University
Randall Berry,Northwestern University
Thrasyvoulos N. Pappas,Northwestern University
Chung-Chieh Lee,Northwestern University
Dongning Guo,Northwestern University
Fabián E. Bustamante,Northwestern University
Jack Tumblin,Northwestern University
Peter Scheuermann,Northwestern University
Morteza Amir Rahimi,Northwestern University
Yehea I. Ismail,Northwestern University
Yehea Ismail,Northwestern University
Hai Zhou,Northwestern University
Lance Fortnow,Northwestern University
Augustin Chaintreau,Columbia University In The City of New York
Rocco A. Servedio,Columbia University In The City of New York
David L. Waltz,Columbia University In The City of New York
Gail E. Kaiser,Columbia University In The City of New York
Henryk Wozniakowski,Columbia University In The City of New York
Eitan Grinspun,Columbia University In The City of New York
Vishal Misra,Columbia University In The City of New York
Junfeng Yang,Columbia University In The City of New York
Joseph F. Traub,Columbia University In The City of New York
Dan Rubenstein,Columbia University In The City of New York
Daniel I. Rubenstein,Columbia University In The City of New York
Daniel Rubenstein,Columbia University In The City of New York
Vladimir Vapnik,Columbia University In The City of New York
Jonathan L. Gross,Columbia University In The City of New York
Steven M. Bellovin,Columbia University In The City of New York
Tony Jebara,Columbia University In The City of New York
Peter N. Belhumeur,Columbia University In The City of New York
Michael Collins,Columbia University In The City of New York
Henning Schulzrinne,Columbia University In The City of New York
Kathleen McKeown,Columbia University In The City of New York
Steven K. Feiner,Columbia University In The City of New York
Dana Pe'er,Columbia University In The City of New York
Luis Gravano,Columbia University In The City of New York
John R. Kender,Columbia University In The City of New York
Julia Hirschberg,Columbia University In The City of New York
Angelos D. Keromytis,Columbia University In The City of New York
Simha Sethumadhavan,Columbia University In The City of New York
Steven M. Nowick,Columbia University In The City of New York
Clifford Stein,Columbia University In The City of New York
Clifford M. Stein,Columbia University In The City of New York
Jason Nieh,Columbia University In The City of New York
Martha A. Kim,Columbia University In The City of New York
Shree K. Nayar,Columbia University In The City of New York
Mihalis Yannakakis,Columbia University In The City of New York
Kenneth A. Ross,Columbia University In The City of New York
Peter K. Allen,Columbia University In The City of New York
Salvatore J. Stolfo,Columbia University In The City of New York
Luca P. Carloni,Columbia University In The City of New York
Roxana Geambasu,Columbia University In The City of New York
Stephen A. Edwards,Columbia University In The City of New York
Alfred V. Aho,Columbia University In The City of New York
Tal Malkin,Columbia University In The City of New York
Gary Bishop,University of North Carolina at Chapel Hill
Russell M. Taylor II,University of North Carolina at Chapel Hill
Marc Niethammer,University of North Carolina at Chapel Hill
Nick England,University of North Carolina at Chapel Hill
Turner Whitted,University of North Carolina at Chapel Hill
John McHugh,University of North Carolina at Chapel Hill
John P. McHugh,University of North Carolina at Chapel Hill
James H. Anderson,University of North Carolina at Chapel Hill
Jack Snoeyink,University of North Carolina at Chapel Hill
Steven Molnar,University of North Carolina at Chapel Hill
Steven E. Molnar,University of North Carolina at Chapel Hill
Ipek Oguz,University of North Carolina at Chapel Hill
Wei Wang 0010,University of North Carolina at Chapel Hill
F. Donelson Smith,University of North Carolina at Chapel Hill
William V. Wright,University of North Carolina at Chapel Hill
P. David Stotts,University of North Carolina at Chapel Hill
Stephen R. Aylward,University of North Carolina at Chapel Hill
Jasleen Kaur,University of North Carolina at Chapel Hill
Donald F. Stanat,University of North Carolina at Chapel Hill
Leonard McMillan,University of North Carolina at Chapel Hill
Kevin Jeffay,University of North Carolina at Chapel Hill
Mark Foskey,University of North Carolina at Chapel Hill
Dinesh Manocha,University of North Carolina at Chapel Hill
Christopher G. Healey,University of North Carolina at Chapel Hill
Guido Gerig,University of North Carolina at Chapel Hill
Alexander Tropsha,University of North Carolina at Chapel Hill
Peter Calingaert,University of North Carolina at Chapel Hill
Henry Fuchs,University of North Carolina at Chapel Hill
Frederick P. Brooks Jr.,University of North Carolina at Chapel Hill
Frank Mueller,University of North Carolina at Chapel Hill
Richard Superfine,University of North Carolina at Chapel Hill
Diane Pozefsky,University of North Carolina at Chapel Hill
Greg Welch,University of North Carolina at Chapel Hill
M. Gail Jones,University of North Carolina at Chapel Hill
Bradley C. Davis,University of North Carolina at Chapel Hill
Kye S. Hedlund,University of North Carolina at Chapel Hill
Marc Pollefeys,University of North Carolina at Chapel Hill
Diane H. Sonnenwald,University of North Carolina at Chapel Hill
J. S. Marron,University of North Carolina at Chapel Hill
David A. Plaisted,University of North Carolina at Chapel Hill
Michael K. Reiter,University of North Carolina at Chapel Hill
Hye-Chung Kum,University of North Carolina at Chapel Hill
Montek Singh,University of North Carolina at Chapel Hill
Stephen F. Weiss,University of North Carolina at Chapel Hill
John B. Smith,University of North Carolina at Chapel Hill
John H. Halton,University of North Carolina at Chapel Hill
Jan Prins,University of North Carolina at Chapel Hill
Svetlana Lazebnik,University of North Carolina at Chapel Hill
Fabian Monrose,University of North Carolina at Chapel Hill
Sean Washburn,University of North Carolina at Chapel Hill
Stanley C. Ahalt,University of North Carolina at Chapel Hill
Jan-Michael Frahm,University of North Carolina at Chapel Hill
Robert J. Fowler,University of North Carolina at Chapel Hill
Anselmo Lastra,University of North Carolina at Chapel Hill
Lars S. Nyland,University of North Carolina at Chapel Hill
Sanjoy K. Baruah,University of North Carolina at Chapel Hill
Ron Alterovitz,University of North Carolina at Chapel Hill
Gyula A. Magó,University of North Carolina at Chapel Hill
Ming C. Lin,University of North Carolina at Chapel Hill
Shawn M. Gomez,University of North Carolina at Chapel Hill
Stephen M. Pizer,University of North Carolina at Chapel Hill
Dinggang Shen,University of North Carolina at Chapel Hill
Prasun Dewan,University of North Carolina at Chapel Hill
Vladimir Jojic,University of North Carolina at Chapel Hill
John Poulton,University of North Carolina at Chapel Hill
Mary C. Whitton,University of North Carolina at Chapel Hill
Kamesh Munagala,Duke University
Robert J. Fowler,Duke University
Rob Fowler,Duke University
Donald W. Loveland,Duke University
Xiaobai Sun,Duke University
Thomas H. LaBean,Duke University
Sayan Mukherjee,Duke University
Julian Lombardi,Duke University
Herbert Edelsbrunner,Duke University
Alexander J. Hartemink,Duke University
Daniel J. Sorin,Duke University
Mauro Maggioni,Duke University
Ronald Parr,Duke University
Uwe Ohler,Duke University
Dietolf Ramm,Duke University
John B. Pormann,Duke University
Rachael Brady,Duke University
Rachael B. Brady,Duke University
Xiaowei Yang,Duke University
Chris Dwyer,Duke University
Donald J. Rose,Duke University
Donald Rose,Duke University
Susan H. Rodger,Duke University
Susan Rodger,Duke University
Vincent Conitzer,Duke University
Nikos Pitsianis,Duke University
Nikos P. Pitsianis,Duke University
Silvia Ferrari,Duke University
A. Robert Calderbank,Duke University
Carlo Tomasi,Duke University
Raluca Gordân,Duke University
Bruce M. Maggs,Duke University
Bruce MacDowell Maggs,Duke University
C. Frank Starmer,Duke University
John H. Reif,Duke University
Landon P. Cox,Duke University
Benjamin C. Lee,Duke University
Kishor S. Trivedi,Duke University
Carla Schlatter Ellis,Duke University
Alvin R. Lebeck,Duke University
Bruce Randall Donald,Duke University
Thomas M. Gallie,Duke University
Ilia Baldine,Duke University
Scott C. Schmidler,Duke University
Romit Roy Choudhury,Duke University
Merrell L. Patrick,Duke University
Jungsang Kim,Duke University
Jeffrey Forbes,Duke University
Robert A. Wagner,Duke University
Robert Wagner,Duke University
John A. Board Jr.,Duke University
Lars Arge,Duke University
Jeffrey S. Chase,Duke University
Jeffrey Chase,Duke University
Owen L. Astrachan,Duke University
Andrew D. Hilton,Duke University
John Harer,Duke University
Alan W. Biermann,Duke University
Alan Biermann,Duke University
Richard Lucic,Duke University
Jun Yang 0001,Duke University
Pankaj K. Agarwal,Duke University
Shivnath Babu,Duke University
Gershon Kedem,Duke University
Craig S. Henriquez,Duke University
Craig Henriquez,Duke University
MingXin Lu,Duke University
Mingxin Lu,Duke University
David Lee,Ohio State University Main Campus
Stuart H. Zweben,Ohio State University Main Campus
Richard E. Parent,Ohio State University Main Campus
Richard Parent,Ohio State University Main Campus
Dong Xuan,Ohio State University Main Campus
Dhabaleswar K. Panda,Ohio State University Main Campus
Douglas S. Kerr,Ohio State University Main Campus
Ness B. Shroff,Ohio State University Main Campus
Mikhail Belkin,Ohio State University Main Campus
Kannan Srinivasan,Ohio State University Main Campus
Prasun Sinha,Ohio State University Main Campus
Radu Teodorescu,Ohio State University Main Campus
Jim Davis,Ohio State University Main Campus
William F. Ogden,Ohio State University Main Campus
Huamin Wang,Ohio State University Main Campus
Rephael Wenger,Ohio State University Main Campus
Luis Rademacher,Ohio State University Main Campus
Xiaodong Zhang 0001,Ohio State University Main Campus
Srinivasan Parthasarathy,Ohio State University Main Campus
Clinton R. Foulk,Ohio State University Main Campus
Ming-Tsan Liu,Ohio State University Main Campus
Kenneth J. Supowit,Ohio State University Main Campus
Christopher Stewart,Ohio State University Main Campus
Eric Fosler-Lussier,Ohio State University Main Campus
Brian Kulis,Ohio State University Main Campus
Michael D. Bond,Ohio State University Main Campus
Michael Bond,Ohio State University Main Campus
Roger Crawfis,Ohio State University Main Campus
Anish Arora,Ohio State University Main Campus
Charles A. Csuri,Ohio State University Main Campus
Bruce W. Weide,Ohio State University Main Campus
Mervin E. Muller,Ohio State University Main Campus
Raghu Machiraju,Ohio State University Main Campus
Tamal K. Dey,Ohio State University Main Campus
Tamal Krishna Dey,Ohio State University Main Campus
Tamal Dey,Ohio State University Main Campus
Atanas Rountev,Ohio State University Main Campus
Han-Wei Shen,Ohio State University Main Campus
Timothy J. Long,Ohio State University Main Campus
Yusu Wang,Ohio State University Main Campus
B. Chandrasekaran,Ohio State University Main Campus
Arnab Nandi,Ohio State University Main Campus
Sandra A. Mamrak,Ohio State University Main Campus
DeLiang Wang,Ohio State University Main Campus
Gagan Agrawal,Ohio State University Main Campus
Feng Qin,Ohio State University Main Campus
P. Sadayappan,Ohio State University Main Campus
Ten-Hwang Lai,Ohio State University Main Campus
Neelam Soundarajan,Ohio State University Main Campus
John V. Carlis,University of Minnesota-Twin Cities
John Carlis,University of Minnesota-Twin Cities
Joseph A. Konstan,University of Minnesota-Twin Cities
Pen-Chung Yew,University of Minnesota-Twin Cities
Daniel Boley,University of Minnesota-Twin Cities
Daniel L. Boley,University of Minnesota-Twin Cities
Victoria Interrante,University of Minnesota-Twin Cities
Shashi Shekhar,University of Minnesota-Twin Cities
Eric Van Wyk,University of Minnesota-Twin Cities
Yongdae Kim,University of Minnesota-Twin Cities
John Riedl,University of Minnesota-Twin Cities
Yousef Saad,University of Minnesota-Twin Cities
Chad L. Myers,University of Minnesota-Twin Cities
Paul R. Schrater,University of Minnesota-Twin Cities
Nick Hopper,University of Minnesota-Twin Cities
Jon B. Weissman,University of Minnesota-Twin Cities
Antonia Zhai,University of Minnesota-Twin Cities
Jaideep Srivastava,University of Minnesota-Twin Cities
Volkan Isler,University of Minnesota-Twin Cities
Mats Per Erik Heimdahl,University of Minnesota-Twin Cities
Rui Kuang,University of Minnesota-Twin Cities
Zhi-Li Zhang,University of Minnesota-Twin Cities
Eugene Shragowitz,University of Minnesota-Twin Cities
Gary W. Meyer,University of Minnesota-Twin Cities
Mohamed F. Mokbel,University of Minnesota-Twin Cities
Gopalan Nadathur,University of Minnesota-Twin Cities
Tian He,University of Minnesota-Twin Cities
David Hung-Chang Du,University of Minnesota-Twin Cities
Nikolaos Papanikolopoulos,University of Minnesota-Twin Cities
Nikolaos P. Papanikolopoulos,University of Minnesota-Twin Cities
Stergios I. Roumeliotis,University of Minnesota-Twin Cities
Abhishek Chandra,University of Minnesota-Twin Cities
Daniel F. Keefe,University of Minnesota-Twin Cities
Loren G. Terveen,University of Minnesota-Twin Cities
Arindam Banerjee,University of Minnesota-Twin Cities
Anand R. Tripathi,University of Minnesota-Twin Cities
Anand Tripathi,University of Minnesota-Twin Cities
Arthur L. Norberg,University of Minnesota-Twin Cities
Ravi Janardan,University of Minnesota-Twin Cities
Vipin Kumar,University of Minnesota-Twin Cities
George Karypis,University of Minnesota-Twin Cities
Maria L. Gini,University of Minnesota-Twin Cities
Perry R. Cook,Princeton University
Mark Braverman,Princeton University
Kai Li,Princeton University
Zeev Dvir,Princeton University
Andrew Chi-Chih Yao,Princeton University
Brian W. Kernighan,Princeton University
Olga G. Troyanskaya,Princeton University
Jaswinder Pal Singh,Princeton University
Robert E. Schapire,Princeton University
Adam Finkelstein,Princeton University
David I. August,Princeton University
Moses Charikar,Princeton University
Mona Singh,Princeton University
David M. Blei,Princeton University
Richard J. Lipton,Princeton University
Larry L. Peterson,Princeton University
Rebecca Fiebrink,Princeton University
David P. Dobkin,Princeton University
Michael J. Freedman,Princeton University
Jennifer Rexford,Princeton University
Andrew W. Appel,Princeton University
David Walker,Princeton University
Edward W. Felten,Princeton University
Kenneth Steiglitz,Princeton University
Margaret Martonosi,Princeton University
Robert Endre Tarjan,Princeton University
Thomas A. Funkhouser,Princeton University
Szymon Rusinkiewicz,Princeton University
Szymon M. Rusinkiewicz,Princeton University
Andrea S. LaPaugh,Princeton University
Robert Sedgewick,Princeton University
Douglas W. Clark,Princeton University
Vivek S. Pai,Princeton University
Sanjeev Arora,Princeton University
Christiane Fellbaum,Princeton University
Christiane D. Fellbaum,Princeton University
Bernard Chazelle,Princeton University
Biswanath Mukherjee,University of California-Davis
Raju Pandey,University of California-Davis
Hao Chen,University of California-Davis
François Gygi,University of California-Davis
Dipak Ghosal,University of California-Davis
Shyhtsun Felix Wu,University of California-Davis
Matthew K. Franklin,University of California-Davis
Zhaojun Bai,University of California-Davis
Peter Linz,University of California-Davis
Owen T. Carmichael,University of California-Davis
Richard F. Walters,University of California-Davis
Todd J. Green,University of California-Davis
Hans Hagen,University of California-Davis
Lawrence T. Kou,University of California-Davis
Ronald A. Olsson,University of California-Davis
Bernd Hamann,University of California-Davis
Sean Peisert,University of California-Davis
Phillip Rogaway,University of California-Davis
Charles U. Martel,University of California-Davis
Ilias Tagkopoulos,University of California-Davis
Ian Davidson,University of California-Davis
Gunther H. Weber,University of California-Davis
Dan Gusfield,University of California-Davis
Nina Amenta,University of California-Davis
Premkumar T. Devanbu,University of California-Davis
Matt Bishop,University of California-Davis
Matthew Bishop,University of California-Davis
Vladimir Filkov,University of California-Davis
Michael Neff,University of California-Davis
Prasant Mohapatra,University of California-Davis
Karl N. Levitt,University of California-Davis
John L. Bruno,University of California-Davis
Matthew K. Farrens,University of California-Davis
Kenneth I. Joy,University of California-Davis
Kwan-Liu Ma,University of California-Davis
Nelson L. Max,University of California-Davis
Nelson Max,University of California-Davis
Norman S. Matloff,University of California-Davis
Patrice Koehl,University of California-Davis
Zhendong Su,University of California-Davis
Raissa M. D'Souza,University of California-Davis
Raissa D'Souza,University of California-Davis
Michael L. Littman,Rutgers The State University of New Jersey New Brunswick Campus
Apostolos Gerasoulis,Rutgers The State University of New Jersey New Brunswick Campus
Andrew Nealen,Rutgers The State University of New Jersey New Brunswick Campus
Vladimir Pavlovic,Rutgers The State University of New Jersey New Brunswick Campus
Eric Allender,Rutgers The State University of New Jersey New Brunswick Campus
